,X,Y,Potter,Weasley,Granger,Trip,Close,Far
312,37.57056944,61.72113385,1,0,0,2,2,18
313,37.70900272,62.19517205,1,0,0,2,3,14
314,2.693028826,3.215716536,1,0,0,3,0,0
315,5.718607739,4.355662532,1,0,0,3,0,0
316,8.938680058,7.969556707,1,0,0,3,0,0
317,10.03725801,11.32783221,1,0,0,3,0,0
318,12.79248833,14.89606393,1,0,0,3,0,0
319,15.36889659,15.39489933,1,0,0,3,0,3
320,19.62307198,17.9336368,1,0,0,3,0,2
321,21.91755137,20.76267055,1,0,0,3,0,0
322,23.12517631,22.23856003,1,0,0,3,0,0
323,24.69242207,23.3754804,1,0,0,3,0,0
324,26.07134685,24.16437971,1,0,0,3,0,0
325,28.23084733,26.49767749,1,0,0,3,0,0
326,30.50622516,26.44951278,1,0,0,3,0,0
327,31.56971484,29.68216456,1,0,0,3,0,0
328,33.24592695,31.60366457,1,0,0,3,0,0
329,34.39155138,32.10781003,1,0,0,3,0,0
330,35.37535521,32.15471016,1,0,0,3,0,0
331,37.57623266,35.61140928,1,0,0,3,0,0
332,40.01263807,36.29186171,1,0,0,3,0,0
333,41.79269185,38.19113254,1,0,0,3,0,1
334,42.09887219,37.98446386,1,0,0,3,0,0
335,42.63031511,38.84507611,1,0,0,3,0,1
336,44.09019911,39.69061003,1,0,0,3,0,0
337,45.07698221,40.74217779,1,0,0,3,0,3
338,46.34827839,41.63463863,1,0,0,3,3,9
339,46.1804198,41.08484763,1,0,0,3,1,8
340,46.61304308,41.31989236,1,0,0,3,3,11
341,47.16066304,42.87723406,1,0,0,3,3,10
342,49.15271329,43.01501509,1,0,0,3,4,22
343,49.54989514,42.89167355,1,0,0,3,5,19
344,50.37703641,42.2269615,1,0,0,3,6,18
345,51.26661491,42.04101956,1,0,0,3,1,15
346,52.07440338,43.86856221,1,0,0,3,1,9
347,53.00046967,45.32393555,1,0,0,3,0,3
348,54.09029248,45.13648158,1,0,0,3,0,1
349,54.93228593,46.64397284,1,0,0,3,0,0
350,55.74994659,47.65647821,1,0,0,3,0,0
351,56.79820227,48.19013824,1,0,0,3,0,0
352,56.07110649,48.95029025,1,0,0,3,0,0
353,56.43395414,48.14680132,1,0,0,3,0,0
354,54.94890019,48.3231783,1,0,0,3,0,0
355,54.67757981,50.35393687,1,0,0,3,0,0
356,54.47752284,51.18574337,1,0,0,3,0,0
357,56.11933319,49.8257462,1,0,0,3,0,0
358,55.72657666,49.47920076,1,0,0,3,0,0
359,58.03207357,49.9676881,1,0,0,3,0,0
360,59.64606207,49.58014419,1,0,0,3,0,0
361,60.8702772,50.93644541,1,0,0,3,0,0
362,60.3893597,49.27806889,1,0,0,3,0,0
363,61.54614998,48.92428326,1,0,0,3,0,0
364,62.85103485,47.41180905,1,0,0,3,0,0
365,64.14407425,47.04037077,1,0,0,3,0,0
366,65.3316521,49.45516725,1,0,0,3,0,0
367,65.98317942,49.6285245,1,0,0,3,0,0
368,64.97047261,48.53104071,1,0,0,3,0,0
369,64.675106,47.6216331,1,0,0,3,0,0
370,63.39851478,47.08180208,1,0,0,3,0,0
371,63.07632504,46.39655709,1,0,0,3,0,0
372,63.80549464,45.1405758,1,0,0,3,0,0
373,64.88481236,45.23572073,1,0,0,3,0,0
374,63.6611592,45.80756051,1,0,0,3,0,0
375,62.50798601,45.21954271,1,0,0,3,0,0
376,61.98710697,44.26645841,1,0,0,3,0,0
377,62.84018247,44.09905026,1,0,0,3,0,0
378,63.97773187,43.67213368,1,0,0,3,0,0
379,64.47875852,43.6414917,1,0,0,3,0,0
380,63.82695143,43.66446588,1,0,0,3,0,0
381,63.29210639,43.74688457,1,0,0,3,0,0
382,62.93089026,44.22536565,1,0,0,3,0,0
383,63.34748865,43.70237508,1,0,0,3,0,0
384,62.7290334,41.17778438,1,0,0,3,0,0
385,61.98862052,40.64963445,1,0,0,3,0,1
386,61.01542315,39.09358921,1,0,0,3,0,3
387,60.98208022,37.66473079,1,0,0,3,0,3
388,60.40490091,38.50085426,1,0,0,3,0,2
389,61.34119337,38.17016722,1,0,0,3,0,2
390,60.82537227,38.54801877,1,0,0,3,0,2
391,59.9860849,38.94974999,1,0,0,3,1,5
392,60.83612341,39.0161503,1,0,0,3,0,3
393,60.47556494,39.14538576,1,0,0,3,0,3
394,60.29937314,38.8366999,1,0,0,3,0,4
395,59.38589821,40.21026495,1,0,0,3,0,9
396,59.9046829,42.03530063,1,0,0,3,1,1
397,59.78852676,40.12358223,1,0,0,3,0,5
398,59.1747624,40.2378928,1,0,0,3,0,9
399,58.74870029,40.73713463,1,0,0,3,0,9
400,58.18268481,40.72029069,1,0,0,3,3,9
401,56.94263636,40.87893786,1,0,0,3,4,13
402,57.08903557,39.24008013,1,0,0,3,5,20
403,54.89263655,39.50712441,1,0,0,3,2,20
404,53.47813074,42.16859877,1,0,0,3,2,6
405,52.42246742,41.6219697,1,0,0,3,1,9
406,54.0619993,40.39161129,1,0,0,3,2,12
407,54.13671215,39.71615191,1,0,0,3,1,15
408,55.08378641,39.52731716,1,0,0,3,2,21
409,56.36271286,38.94344164,1,0,0,3,4,23
410,55.07186085,37.85683347,1,0,0,3,7,16
411,54.90853369,37.44828227,1,0,0,3,7,15
412,53.72804325,38.0098621,1,0,0,3,1,11
413,53.44865738,36.31105164,1,0,0,3,0,6
414,54.31784397,37.39419818,1,0,0,3,2,11
415,55.81599662,36.53329145,1,0,0,3,2,12
416,56.08904928,37.29840858,1,0,0,3,6,15
417,54.80055856,38.17515019,1,0,0,3,6,17
418,54.62657827,37.83960638,1,0,0,3,6,16
419,54.8427796,39.26161815,1,0,0,3,3,20
420,53.9143745,39.13252029,1,0,0,3,3,14
421,55.50882116,39.93439899,1,0,0,3,4,23
422,55.15642012,39.35093101,1,0,0,3,3,20
423,53.46173471,40.45331077,1,0,0,3,1,9
424,52.79699754,40.53980804,1,0,0,3,0,5
425,52.91663405,39.86237004,1,0,0,3,1,6
426,53.60810719,40.32675814,1,0,0,3,1,11
427,55.86993746,40.48576741,1,0,0,3,4,18
428,57.18141526,40.0456968,1,0,0,3,5,16
429,58.39235586,38.79390131,1,0,0,3,3,12
430,59.13005627,38.64978915,1,0,0,3,2,4
431,58.54641003,37.18350908,1,0,0,3,0,5
432,58.90958135,36.60410238,1,0,0,3,0,2
433,59.29602027,37.5244486,1,0,0,3,1,3
434,60.10211219,36.92990425,1,0,0,3,0,4
435,60.81478141,37.7327593,1,0,0,3,0,3
436,60.04421373,38.10244941,1,0,0,3,0,2
437,59.72891575,38.44191498,1,0,0,3,2,4
438,59.79732616,39.74988077,1,0,0,3,0,5
439,59.56449608,39.84496217,1,0,0,3,0,7
440,59.93394434,39.08872888,1,0,0,3,1,5
441,59.45756781,38.69923138,1,0,0,3,2,5
442,58.809258,37.97432345,1,0,0,3,2,5
443,58.22665707,37.07750034,1,0,0,3,0,7
444,58.4900615,36.99992745,1,0,0,3,0,6
445,58.67415835,35.35853522,1,0,0,3,0,1
446,58.6539033,36.48323838,1,0,0,3,0,2
447,60.48352368,37.91910212,1,0,0,3,0,2
448,59.36502176,38.11677527,1,0,0,3,2,4
449,59.84226216,36.86034247,1,0,0,3,0,4
450,61.17120174,36.81408757,1,0,0,3,0,3
451,62.2589495,38.63920135,1,0,0,3,0,0
452,63.48396283,39.19328912,1,0,0,3,0,0
453,64.522933,40.21247535,1,0,0,3,0,0
454,63.32911743,38.92194008,1,0,0,3,0,0
455,65.31237822,37.50589213,1,0,0,3,0,1
456,65.37480963,37.57954084,1,0,0,3,0,1
457,65.3429402,36.98098263,1,0,0,3,0,2
458,64.95931747,37.94137125,1,0,0,3,0,0
459,64.42210789,38.62277812,1,0,0,3,0,0
460,64.98657505,37.68401758,1,0,0,3,0,1
461,64.46362137,37.97025096,1,0,0,3,0,0
462,66.23969722,38.44608394,1,0,0,3,0,0
463,65.2899703,37.93098317,1,0,0,3,0,0
464,66.7904379,37.62963673,1,0,0,3,0,0
465,65.97010643,35.91891918,1,0,0,3,0,3
466,64.10809135,34.6923855,1,0,0,3,4,17
467,66.43940516,35.16332703,1,0,0,3,1,4
468,67.32853924,35.23305355,1,0,0,3,1,2
469,66.28660448,35.65427678,1,0,0,3,0,3
470,66.67218723,34.73706736,1,0,0,3,1,4
471,64.1286544,36.87794614,1,0,0,3,0,5
472,63.84932674,35.41766639,1,0,0,3,3,10
473,64.00495087,36.09381842,1,0,0,3,1,8
474,65.75928809,34.93858652,1,0,0,3,1,10
475,64.67895484,34.35953366,1,0,0,3,3,17
476,63.90412598,33.88481134,1,0,0,3,5,20
477,65.08241334,34.23609606,1,0,0,3,1,14
478,66.58710692,33.29122036,1,0,0,3,1,6
479,68.24834064,32.85353454,1,0,0,3,0,2
480,67.7823937,32.10385464,1,0,0,3,0,2
481,68.58378588,32.59146359,1,0,0,3,0,1
482,68.2762118,32.6619162,1,0,0,3,0,2
483,67.46306976,33.14726961,1,0,0,3,0,3
484,67.12053739,33.38881743,1,0,0,3,0,3
485,67.90107273,33.30792268,1,0,0,3,0,2
486,69.38101687,33.03538916,1,0,0,3,0,0
487,2.031420781,2.735746605,1,0,0,4,0,0
488,5.060697536,4.777106607,1,0,0,4,0,0
489,7.417299614,6.185812324,1,0,0,4,0,0
490,10.43574992,7.873940838,1,0,0,4,0,0
491,12.832951,9.982710946,1,0,0,4,0,0
492,16.55833561,13.68669432,1,0,0,4,3,15
493,20.85424992,15.268726,1,0,0,4,2,5
494,22.67190101,16.4904734,1,0,0,4,0,0
495,25.71669862,18.48104628,1,0,0,4,0,0
496,27.65834766,21.57157986,1,0,0,4,0,0
497,28.15152867,22.99675704,1,0,0,4,0,0
498,31.30169126,24.42027302,1,0,0,4,0,0
499,33.35815864,25.05510791,1,0,0,4,0,0
500,35.25692373,27.99644223,1,0,0,4,0,0
501,36.57996167,29.80499239,1,0,0,4,0,0
502,37.66423464,30.04109503,1,0,0,4,0,0
503,38.95868218,31.33923511,1,0,0,4,0,0
504,40.42713376,31.66091333,1,0,0,4,0,0
505,41.01226681,33.85470244,1,0,0,4,0,0
506,40.30736408,36.22352031,1,0,0,4,0,0
507,41.12885372,35.10548039,1,0,0,4,0,0
508,41.31187135,34.21586613,1,0,0,4,0,0
509,42.71477154,34.72036751,1,0,0,4,0,0
510,43.31383023,36.05533072,1,0,0,4,0,0
511,45.12399766,37.57177156,1,0,0,4,0,0
512,46.56541996,38.03249624,1,0,0,4,0,0
513,45.69492652,38.53502183,1,0,0,4,0,0
514,46.95837343,38.14376173,1,0,0,4,0,2
515,47.16451588,38.95246011,1,0,0,4,0,4
516,49.28614853,39.66956139,1,0,0,4,1,10
517,50.39301666,38.65716225,1,0,0,4,0,4
518,49.47130368,39.00049416,1,0,0,4,1,6
519,49.80848443,39.15775002,1,0,0,4,0,6
520,52.27258589,38.72100524,1,0,0,4,0,3
521,51.42317534,39.68208921,1,0,0,4,0,7
522,50.04293489,40.94045379,1,0,0,4,5,17
523,50.76909281,42.73911543,1,0,0,4,5,19
524,51.34320879,43.00377504,1,0,0,4,3,15
525,52.17839497,44.93269777,1,0,0,4,2,7
526,53.61831769,45.26108627,1,0,0,4,0,2
527,53.23683896,44.66100604,1,0,0,4,0,2
528,54.6783362,45.62270266,1,0,0,4,0,0
529,54.51287327,44.44094064,1,0,0,4,0,0
530,54.17492976,45.71966525,1,0,0,4,0,1
531,54.41614203,45.89009552,1,0,0,4,0,1
532,56.71452438,42.91640218,1,0,0,4,0,3
533,56.8433808,43.55405116,1,0,0,4,0,0
534,56.04929005,43.18631783,1,0,0,4,0,2
535,56.66633817,43.53778751,1,0,0,4,0,0
536,57.84689168,45.59193845,1,0,0,4,0,0
